label,ff48_dummies,sentiment_var,coef,se,t,p,n,n_quarters,adj_r2_avg
col2_FinNeg_prop,True,fin_neg_prop,-0.12447135468668817,0.07422501409153526,-1.6769461913902566,0.09355300441965775,82413,110,0.03773654561078391
col4_FinNeg_tfidf,True,fin_neg_tfidf_full,-0.004448837072655759,0.0024764975199267833,-1.7964229872466364,0.07242727067452459,82413,110,0.040034026399008125
col2_FinNeg_prop,False,fin_neg_prop,-0.18008954565724597,0.06569593082869214,-2.7412587566016096,0.006120428689287749,82413,110,0.019414782340667843
col4_FinNeg_tfidf,False,fin_neg_tfidf_full,-0.0059818622423928455,0.0022880645202886644,-2.6143765568455946,0.008939045610950824,82413,110,0.021178506870891973
